X1,Author,Year,Substudy,Setting,Measured,Measure_Unit,Brand,Device,device_name,device_year,Wear_Location,Wear_Info,Type,Good?,Criterion_Measure,Criterion_Type,Wear_Info_crit,Wear_Location_crit,population_n,population_m,population_f,population,age_code,health_code,age,age_SD,weight,weight_SD,height,height_SD,BMI,BMI_SD,location,activity_type,test_type,activity_type_code,MPE,MAPE
1549,Wahl,2017,-,Controlled,SC,steps/2400m,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,10,5,5,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Overground,NA,Ao,-0.019,NA
1550,Wahl,2017,-,Controlled,SC,steps/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Treadmill,NA,At,-0.033,NA
1551,Wahl,2017,-,Controlled,SC,steps/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Run: Treadmill,NA,At,-0.054,NA
1552,Wahl,2017,-,Controlled,SC,steps/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Walk: Treadmill,NA,At,-0.087,NA
1553,Wahl,2017,-,Controlled,SC,steps/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Walk: Treadmill,NA,At,-0.096,NA
1554,Wahl,2017,-,Controlled,SC,steps/5 min,Polar,Loop,Polar Loop,2013,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,20,10,10,healthy adults,A,H,"m: 26.1 ± 2.8 
f: 24.2 ± 1.9",NA,"m: 81.1 ± 11.2 kg
f: 60.2 ± 5.5 kg",NA,"m: 182.3 ± 7.4 cm
f: 168.2 ± 6.7 cm",NA,"m: 11.5 ± 2.6% BF
f: 17.9 ± 4.9% BF",NA,Germany,Ambulation: Treadmill,NA,At,-0.133,NA
1555,Degroote,2018,-,Free-Living,SC,steps/day,Polar,M600,Polar M600,2016,Wrist,"wrist, ND",full-text,y,Accelerometry (Actigraph GT3X+ [waist]),accelerometry,"waist, right",Waist/Hip,36,18,18,healthy adults,A,H,39.43,17.77,68.43,12.09,172.28,8.22,23,3.5,Belgium,Normal Daily Activities,NA,Fr,0.501797069,NA
1556,Hernandez-Vicente,2016,-,Free-Living,EE,kcal/day,Polar,V800,Polar V800,2014,Wrist,"wrist, DOM",full-text,y,Accelerometry (ActiTrainer [hip]),accelerometry,"hip, right",Waist/Hip,18,9,9,healthy adults,A,H,21,1.24,64.1,7.9,169.5,6.58,22.25,1.75,Spain,Normal Daily Activities,NA,Fr,0.657400033,NA
1557,Hernandez-Vicente,2016,-,Free-Living,EE,kcal/day,Polar,V800,Polar V800,2014,Wrist,"wrist, DOM",full-text,y,Accelerometry (ActiTrainer [hip]),accelerometry,"hip, right",Waist/Hip,18,9,9,healthy adults,A,H,21,1.24,64.1,7.9,169.5,6.58,22.25,1.75,Spain,Normal Daily Activities,NA,Fr,-0.296433868,NA
1558,Hernandez-Vicente,2016,-,Free-Living,SC,steps/day,Polar,V800,Polar V800,2014,Wrist,"wrist, DOM",full-text,y,Accelerometry (ActiTrainer [hip]),accelerometry,"hip, right",Waist/Hip,18,9,9,healthy adults,A,H,21,1.24,64.1,7.9,169.5,6.58,22.25,1.75,Spain,Normal Daily Activities,NA,Fr,0.229585605,NA
1559,Navalta,2018,-,Controlled,SC,steps/5 min,Samsung,Gear 2,Samsung Gear 2,2014,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,20,12,8,"healthy adults, young",A,H,22.2,5.8,71.2,14.4,174.6,9.9,23.2,3.2,"NV, USA",Walk: Overground,NA,Ao,-0.029668412,NA
1560,Navalta,2018,-,Controlled,SC,steps/5 min,Samsung,Gear 2,Samsung Gear 2,2014,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,20,12,8,"healthy adults, young",A,H,22.2,5.8,71.2,14.4,174.6,9.9,23.2,3.2,"NV, USA",Run: Overground,NA,Ao,-0.043984476,NA
1561,Navalta,2018,-,Controlled,SC,steps/5 min,Samsung,Gear 2,Samsung Gear 2,2014,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,20,12,8,"healthy adults, young",A,H,22.2,5.8,71.2,14.4,174.6,9.9,23.2,3.2,"NV, USA",Walk: Overground,NA,Ao,-0.054806828,NA
1562,Navalta,2018,-,Controlled,SC,steps/5 min,Samsung,Gear 2,Samsung Gear 2,2014,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,20,12,8,"healthy adults, young",A,H,22.2,5.8,71.2,14.4,174.6,9.9,23.2,3.2,"NV, USA",Run: Overground,NA,Ao,-0.076330981,NA
1563,Wallen,2016,-,Controlled,EE,kcal/58 min,Samsung,Gear S,Samsung Gear S,2014,Wrist,"wrist, random",full-text,y,Indirect calorimetry (Metamax),indirect calorimetry,NA,NA,22,11,11,healthy adults,A,H,24.9,5.6,72.7,11.8,173.1,9.9,NA,NA,"QL, AUS",Mixed Activities,Activity,Mi,-0.0913,NA
1564,Wallen,2016,-,Controlled,HR,bpm,Samsung,Gear S,Samsung Gear S,2014,Wrist,"wrist, random",full-text,y,Electrocardiography (GE Healthcare CASE system),ECG,NA,NA,22,11,11,healthy adults,A,H,24.9,5.6,72.7,11.8,173.1,9.9,NA,NA,"QL, AUS",Mixed Activities,Activity,Mi,-0.0648,NA
1565,Wallen,2016,-,Controlled,SC,steps/58 min,Samsung,Gear S,Samsung Gear S,2014,Wrist,"wrist, random",full-text,y,Manual count,manual count,NA,NA,22,11,11,healthy adults,A,H,24.9,5.6,72.7,11.8,173.1,9.9,NA,NA,"QL, AUS",Mixed Activities,NA,Mi,-0.0585,NA
1566,Modave,2017,1,Controlled,SC,steps/1000 steps,Samsung,Gear S2,Samsung Gear S2,2015,Wrist,"wrist, L then R",full-text,y,Manual count,manual count,NA,NA,21,10,11,healthy adults,A,H,26.2,5.1,NA,NA,NA,NA,23,2.7,"FL, USA",Walk: Treadmill,NA,At,-0.012,NA
1567,Modave,2017,2,Controlled,SC,steps/1000 steps,Samsung,Gear S2,Samsung Gear S2,2015,Wrist,"wrist, L then R",full-text,y,Manual count,manual count,NA,NA,20,9,11,healthy adults,A,H,53.7,7,NA,NA,NA,NA,25.7,4.6,"FL, USA",Walk: Treadmill,NA,At,-0.0406,NA
1568,Modave,2017,3,Controlled,SC,steps/1000 steps,Samsung,Gear S2,Samsung Gear S2,2015,Wrist,"wrist, L then R",full-text,y,Manual count,manual count,NA,NA,19,5,14,healthy adults,A,H,70.9,4.3,NA,NA,NA,NA,27,5.4,"FL, USA",Walk: Treadmill,NA,At,-0.0309,NA
1569,Hwang,2019,-,Controlled,HR,bpm,Samsung,Gear S3,Samsung Gear S3,2016,Wrist,"wrist, random",full-text,y,Electrocardiography (Prucka Electrophysiology),ECG,NA,NA,51,27,24,"SVT, EPS",A,NH,44.4,16.6,64.5,9.1,163.1,16.4,23.7,3,Korea,Electrophysiological Study,Rest,Se,NA,NA
1570,An,2016,-,Free-Living,SC,steps/day,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,waist,full-text,y,Accelerometry (New Lifestyles NL-1000),accelerometry,NA,NA,35,17,18,healthy adults,A,H,31,11.8,71.7,13.4,172.9,7.3,23.8,3.1,"NE, USA",Normal Daily Activities,NA,Fr,NA,0.097
1571,Ehrler,2016,-,Controlled,SC,steps/200m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,belt,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.0087,NA
1572,Ehrler,2016,-,Controlled,SC,steps/200m,Withings,Pulse O2,Withings Pulse O2,2013,Torso,collar,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.0152,NA
1573,Ehrler,2016,-,Controlled,SC,steps/200m,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.1437,NA
1574,Ehrler,2016,-,Controlled,SC,steps/100m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,belt,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.1827,NA
1575,Ehrler,2016,-,Controlled,SC,steps/100m,Withings,Pulse O2,Withings Pulse O2,2013,Torso,collar,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.2907,NA
1576,Ehrler,2016,-,Controlled,SC,steps/100m,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.302,NA
1577,Ehrler,2016,-,Controlled,SC,steps/100m,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.6407,NA
1578,Ehrler,2016,-,Controlled,SC,steps/100m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,belt,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.8092,NA
1579,Ehrler,2016,-,Controlled,SC,steps/100m,Withings,Pulse O2,Withings Pulse O2,2013,Torso,collar,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.8846,NA
1580,Ehrler,2016,-,Controlled,SC,steps/100m,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,wrist,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.8851,NA
1581,Ehrler,2016,-,Controlled,SC,steps/100m,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,belt,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.9934,NA
1582,Ehrler,2016,-,Controlled,SC,steps/100m,Withings,Pulse O2,Withings Pulse O2,2013,Torso,collar,full-text,y,Manual count,manual count,NA,NA,21,9,12,healthy adults,A,H,34.5,15.7,NA,NA,NA,NA,NA,NA,Switzerland,Walk: Overground,NA,Ao,-0.9984,NA
1583,Ferguson,2015,-,Free-Living,EE,kcal/day,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"waist, right",full-text,y,Accelerometry (Bodymedia SenseWear [upper arm]),accelerometry,"arm, upper triceps, L",Upper Arm,21,10,11,healthy adults,A,H,32.8,10.2,NA,NA,NA,NA,"M: 27.3 ± 3.2 
F: 25.5 ± 5.2",NA,"SA, USA",Normal Daily Activities,NA,Fr,-0.177371048,NA
1584,Ferguson,2015,-,Free-Living,SC,steps/day,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"waist, right",full-text,y,Accelerometry (Actigraph GT3X+ [waist]),accelerometry,"waist, right",Waist/Hip,21,10,11,healthy adults,A,H,32.8,10.2,NA,NA,NA,NA,"M: 27.3 ± 3.2 
F: 25.5 ± 5.2",NA,"SA, USA",Normal Daily Activities,NA,Fr,-0.060098897,NA
1585,Gruwez,2017,-,Free-Living,EE,kcal/36 hr,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, ND",full-text,y,Accelerometry (Bodymedia SenseWear Pro [upper arm]),accelerometry,"arm, upper, ND",Upper Arm,20,7,13,healthy adults,A,H,30,5,NA,NA,NA,NA,NA,NA,Belgium,Normal Daily Activities,NA,Fr,-0.112396694,NA
1586,Gruwez,2017,-,Free-Living,EE,kcal/36 hr,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, ND",full-text,y,Accelerometry (Bodymedia SenseWear Pro [upper arm]),accelerometry,"arm, upper, ND",Upper Arm,20,7,13,healthy adults,A,H,30,5,NA,NA,NA,NA,NA,NA,Belgium,Normal Daily Activities,NA,Fr,-0.50795756,NA
1587,Gruwez,2017,-,Free-Living,SC,steps/36 hours,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, ND",full-text,y,Accelerometry (Bodymedia SenseWear Pro [upper arm]),accelerometry,"arm, upper, ND",Upper Arm,20,7,13,healthy adults,A,H,30,5,NA,NA,NA,NA,NA,NA,Belgium,Normal Daily Activities,NA,Fr,-0.088872362,NA
1588,Kooiman,2015,1,Free-Living,SC,steps/7.5 hours,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,front pants pocket,full-text,y,Accelerometry (ActivPAL [thigh]),accelerometry,"thigh, underneath clothing",Thigh,56,18,38,healthy adults,A,H,"M: 37.1 ± 10.6 
F: 30 ± 9.5",NA,NA,NA,NA,NA,"M: 24.1 ± 2 kg/m2
F: 23.1 ± 2.5 kg/m2",NA,Netherlands,Normal Daily Activities,NA,Fr,-0.079361179,0.079
1589,Murakami,2016,-,Controlled,EE,kcal/day,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, random",letter,y,Direct (whole-room) calorimetry,direct calorimetry,NA,NA,19,9,10,healthy adults,A,H,range: 21-50,NA,NA,NA,NA,NA,NA,NA,Japan,Simulated Free-Living,Activity,Mi,-0.132919255,NA
1590,Murakami,2016,-,Free-Living,EE,kcal/day,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, random",letter,y,Doubly labelled water,Doubly labelled water,NA,NA,19,9,10,healthy adults,A,H,range: 21-50,NA,NA,NA,NA,NA,NA,NA,Japan,Normal Daily Activities,NA,Fr,-0.223729692,NA
1591,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,4,6,healthy adults,A,H,33,11.15,71.28,14.07,NA,NA,24.62,3.96,Ireland,ADL: Seated Work,NA,Se,0,NA
1592,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,1,9,healthy adults,A,H,35,14.11,68.4,12.08,NA,NA,24.41,3.98,Ireland,ADL: Elevator Ride,NA,Se,0,NA
1593,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,2,8,healthy adults,A,H,38,13.91,65.9,13.93,NA,NA,24.09,5.08,Ireland,ADL: Riding Bus,NA,Se,0,NA
1594,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,0,NA
1595,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,0,NA
1596,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,0,NA
1597,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,0,NA
1598,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,1,9,healthy adults,A,H,32,12.5,63.9,8.52,NA,NA,23.25,3.43,Ireland,ADL: Washing Dishes,NA,Mi,0,NA
1599,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,1,9,healthy adults,A,H,32,12.63,66.4,9.25,NA,NA,24.05,3.39,Ireland,ADL: Functional Reaching,NA,Mi,0,NA
1600,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,48,10.61,71.28,13.55,NA,NA,23.86,3.11,Ireland,Rowing,NA,Mi,0,NA
1601,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,1,9,healthy adults,A,H,32,12.63,64.1,10.72,NA,NA,23.22,3.42,Ireland,Cycle,NA,Mi,0,NA
1602,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,NA,NA
1603,O'Connell,2017,-,Controlled,SC,steps/km,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,3,7,healthy adults,A,H,43,14.98,71.06,12.79,NA,NA,25.1,4.88,Ireland,ADL: Driving Stick,NA,Se,NA,NA
1604,O'Connell,2017,-,Controlled,SC,steps/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,hip,full-text,y,Manual count,manual count,NA,NA,10,2,8,healthy adults,A,H,29,8.68,65.56,10.13,NA,NA,23.92,3.08,Ireland,Exercise: Cycle,NA,Mi,NA,NA
1605,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, DOM",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Seated Work,Activity,Mi,0.444444444,NA
1606,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Seated Work,Activity,Mi,0.388888889,NA
1607,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Seated Work,Activity,Mi,0.388888889,NA
1608,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Walk: Overground,Activity,Ao,0.017857143,NA
1609,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Walk: Overground,Activity,Ao,0.017857143,NA
1610,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Sitting,Rest,Se,0,NA
1611,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Run: Overground,Activity,Ao,-0.00729927,NA
1612,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Run: Overground,Activity,Ao,-0.01459854,NA
1613,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, DOM",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Sitting,Rest,Se,-0.04,NA
1614,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Sitting,Rest,Se,-0.04,NA
1615,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, DOM",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Folding Laundry,Activity,Mi,-0.129032258,NA
1616,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Folding Laundry,Activity,Mi,-0.193548387,NA
1617,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Folding Laundry,Activity,Mi,-0.193548387,NA
1618,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Stairs: Ascend and Descend,Activity,St,-0.197802198,NA
1619,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, DOM",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Supine,Rest,Se,-0.2,NA
1620,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Supine,Rest,Se,-0.2,NA
1621,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Rest: Supine,Rest,Se,-0.2,NA
1622,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Torso,shirt collar,full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Stairs: Ascend and Descend,Activity,St,-0.208791209,NA
1623,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Waist/Hip,"hip, right",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",Walk: Treadmill,Activity,At,-0.329411765,NA
1624,Woodman,2017,-,Controlled,EE,kcal/min,Withings,Pulse O2,Withings Pulse O2,2013,Wrist,"wrist, DOM",full-text,y,Indirect calorimetry (Oxycon Mobile),indirect calorimetry,NA,NA,28,20,8,healthy adults,A,H,25.5,3.7,NA,NA,175.7,8.1,24.9,2.6,"TN, USA",ADL: Sweeping,Activity,Mi,-0.333333333,NA
